label,type,Experiment,ItemId,Question,Condition,Correct_Answer,Question_type,group,sentence,Phrase1,Phrase2,Phrase3,Phrase4,Phrase5,Phrase6,Phrase7,Phrase8,Phrase9,Phrase10,Phrase11,Phrase12,Phrase13,Phrase14,alternative
rc_b_17,rc,RCs_ET,17,那个小狗嗅出主人吗?,b,1,1,list2,那个 今早 犯人 追了 一会儿 的 小狗 嗅出 主人 并且 停了 下来。,那个,今早,犯人,追了,一会儿,的,小狗,嗅出,主人,并且,停了,下来。,,,X-X-X 嫦娥 傣族 琵琶 蒋介石 种 蒸馏 浩瀚 给予 实践 乙炔 环境。
rc_c_17,rc,RCs_ET,17,那个小狗嗅出主人吗?,c,2,1,list3,主人 嗅出 那个 今早 追了 犯人 一会儿 的 小狗 并且 停了 下来。,主人,嗅出,那个,今早,追了,犯人,一会儿,的,小狗,并且,停了,下来。,,,X-X-X 炎症 矛盾 灌输 炼钢 琵琶 蒋介石 种 防治 政策 铅笔 环境。
rc_d_17,rc,RCs_ET,17,那个小狗嗅出主人吗?,d,2,1,list4,主人 嗅出 那个 今早 犯人 追了 一会儿 的 小狗 并且 停了 下来。,主人,嗅出,那个,今早,犯人,追了,一会儿,的,小狗,并且,停了,下来。,,,X-X-X 炎症 矛盾 灌输 炼钢 琵琶 蒋介石 种 防治 政策 铅笔 环境。
rc_a_18,rc,RCs_ET,18,那位妈妈通知管理员吗?,a,1,1,list2,那位 昨天 教训了 邻居 一番 的 妈妈 通知 管理员 然后 报怨了 一个小时。,那位,昨天,教训了,邻居,一番,的,妈妈,通知,管理员,然后,报怨了,一个小时。,,,X-X-X 趋势 氯化钠 煤炭 锻炼 种 思维 六十 碳酸钠 矛盾 肖武斌 气喘吁吁。
rc_b_18,rc,RCs_ET,18,那位妈妈通知管理员吗?,b,1,1,list3,那位 昨天 邻居 教训了 一番 的 妈妈 通知 管理员 然后 报怨了 一个小时。,那位,昨天,邻居,教训了,一番,的,妈妈,通知,管理员,然后,报怨了,一个小时。,,,X-X-X 趋势 氯化钠 煤炭 锻炼 种 思维 六十 碳酸钠 矛盾 肖武斌 气喘吁吁。
rc_c_18,rc,RCs_ET,18,那位妈妈通知管理员吗?,c,2,1,list4,管理员 通知 那位 昨天 教训了 邻居 一番 的 妈妈 然后 报怨了 一个小时。,管理员,通知,那位,昨天,教训了,邻居,一番,的,妈妈,然后,报怨了,一个小时。,,,X-X-X 婚姻 纷纷 趋势 张国焘 沿岸 锻炼 种 逐渐 矛盾 古希腊 眼花缭乱。
rc_d_18,rc,RCs_ET,18,那位妈妈通知管理员吗?,d,2,1,list1,管理员 通知 那位 昨天 邻居 教训了 一番 的 妈妈 然后 报怨了 一个小时。,管理员,通知,那位,昨天,邻居,教训了,一番,的,妈妈,然后,报怨了,一个小时。,,,X-X-X 婚姻 纷纷 趋势 张国焘 沿岸 锻炼 种 逐渐 矛盾 古希腊 眼花缭乱。
rc_a_19,rc,RCs_ET,19,这位政治家附议外交官吗?,a,1,1,list3,这位 去年 密会了 外交部 一次 的 政治家 附议 外交官 并且 相信他。,这位,去年,密会了,外交部,一次,的,政治家,附议,外交官,并且,相信他。,,,,X-X-X 解放 卵细胞 碳酸钠 蝴蝶 种 笑嘻嘻 衬衫 啄木鸟 矛盾 鄂伦春。
rc_b_19,rc,RCs_ET,19,这位政治家附议外交官吗?,b,1,1,list4,这位 去年 外交部 密会了 一次 的 政治家 附议 外交官 并且 相信他。,这位,去年,外交部,密会了,一次,的,政治家,附议,外交官,并且,相信他。,,,,X-X-X 解放 卵细胞 碳酸钠 蝴蝶 种 笑嘻嘻 衬衫 啄木鸟 矛盾 鄂伦春。
rc_c_19,rc,RCs_ET,19,这位政治家附议外交官吗?,c,2,1,list1,外交官 附议 这位 去年 密会了 外交部 一次 的 政治家 并且 相信他。,外交官,附议,这位,去年,密会了,外交部,一次,的,政治家,并且,相信他。,,,,X-X-X 乖乖 习惯 习惯 水溶液 碳酸钠 诙谐 种 笑嘻嘻 矛盾 老奶奶。
rc_d_19,rc,RCs_ET,19,这位政治家附议外交官吗?,d,2,1,list2,外交官 附议 这位 去年 外交部 密会了 一次 的 政治家 并且 相信他。,外交官,附议,这位,去年,外交部,密会了,一次,的,政治家,并且,相信他。,,,,X-X-X 乖乖 习惯 习惯 水溶液 碳酸钠 诙谐 种 笑嘻嘻 矛盾 老奶奶。
rc_a_20,rc,RCs_ET,20,那个评论家洽询出版商吗?,a,1,1,list4,那个 今年 批评了 作家 一番 的 评论家 洽询 出版商 并且 建议了 出版内容。,那个,今年,批评了,作家,一番,的,评论家,洽询,出版商,并且,建议了,出版内容。,,,X-X-X 吸收 碳酸钠 机械 溶解 种 氯酸钾 侥幸 氨基酸 矛盾 啄木鸟 艰苦奋斗。
rc_b_20,rc,RCs_ET,20,那个评论家洽询出版商吗?,b,1,1,list1,那个 今年 作家 批评了 一番 的 评论家 洽询 出版商 并且 建议了 出版内容。,那个,今年,作家,批评了,一番,的,评论家,洽询,出版商,并且,建议了,出版内容。,,,X-X-X 吸收 碳酸钠 机械 溶解 种 氯酸钾 侥幸 氨基酸 矛盾 啄木鸟 艰苦奋斗。
rc_c_20,rc,RCs_ET,20,那个评论家洽询出版商吗?,c,2,1,list2,出版商 洽询 那个 今年 批评了 作家 一番 的 评论家 并且 建议了 出版内容。,出版商,洽询,那个,今年,批评了,作家,一番,的,评论家,并且,建议了,出版内容。,,,X-X-X 奶牛 矛盾 吸收 水溶液 机械 溶解 种 氯酸钾 矛盾 赵紫阳 经济杠杆。
rc_d_20,rc,RCs_ET,20,那个评论家洽询出版商吗?,d,2,1,list3,出版商 洽询 那个 今年 作家 批评了 一番 的 评论家 并且 建议了 出版内容。,出版商,洽询,那个,今年,作家,批评了,一番,的,评论家,并且,建议了,出版内容。,,,X-X-X 奶牛 矛盾 吸收 水溶液 机械 溶解 种 氯酸钾 矛盾 赵紫阳 经济杠杆。
rc_a_21,rc,RCs_ET,21,那位学生称赞了老师吗?,a,2,2,list1,那位 下午 称赞了 学生 多次 的 老师 认出 家长 然后 打了招呼。,那位,下午,称赞了,学生,多次,的,老师,认出,家长,然后,打了招呼。,,,,X-X-X 危险 柬埔寨 革命 贵族 种 广泛 尘埃 均匀 实践 技术革新。
rc_b_21,rc,RCs_ET,21,那位学生称赞了老师吗?,b,1,2,list2,那位 下午 学生 称赞了 多次 的 老师 认出 家长 然后 打了招呼。,那位,下午,学生,称赞了,多次,的,老师,认出,家长,然后,打了招呼。,,,,X-X-X 危险 柬埔寨 革命 贵族 种 广泛 尘埃 均匀 实践 技术革新。
rc_c_21,rc,RCs_ET,21,那位学生称赞了老师吗?,c,2,2,list3,家长 认出 那位 下午 称赞了 学生 多次 的 老师 然后 打了招呼。,家长,认出,那位,下午,称赞了,学生,多次,的,老师,然后,打了招呼。,,,,X-X-X 尘埃 皮肤 概括 冯玉祥 历史 贵族 种 广泛 政府 脊椎动物。
rc_d_21,rc,RCs_ET,21,那位学生称赞了老师吗?,d,1,2,list4,家长 认出 那位 下午 学生 称赞了 多次 的 老师 然后 打了招呼。,家长,认出,那位,下午,学生,称赞了,多次,的,老师,然后,打了招呼。,,,,X-X-X 尘埃 皮肤 概括 冯玉祥 历史 贵族 种 广泛 政府 脊椎动物。
rc_a_22,rc,RCs_ET,22,那位护士协助了营养师吗?,a,2,2,list2,那位 上周 协助了 护士 一整天 的 营养师 看了 医生 而且 确定病征。,那位,上周,协助了,护士,一整天,的,营养师,看了,医生,而且,确定病征。,,,,X-X-X 冯俭 氯酸钾 弹簧 硝酸钾 种 硝酸钾 钢材 交换 企业 农民战争。
rc_b_22,rc,RCs_ET,22,那位护士协助了营养师吗?,b,1,2,list3,那位 上周 护士 协助了 一整天 的 营养师 看了 医生 而且 确定病征。,那位,上周,护士,协助了,一整天,的,营养师,看了,医生,而且,确定病征。,,,,X-X-X 冯俭 氯酸钾 弹簧 硝酸钾 种 硝酸钾 钢材 交换 企业 农民战争。
rc_c_22,rc,RCs_ET,22,那位护士协助了营养师吗?,c,2,2,list4,医生 看了 那位 上周 协助了 护士 一整天 的 营养师 而且 确定病征。,医生,看了,那位,上周,协助了,护士,一整天,的,营养师,而且,确定病征。,,,,X-X-X 竣工 纷纷 颌骨 叶倩倩 弹簧 硫酸铜 种 习惯于 企业 奴隶社会。
rc_d_22,rc,RCs_ET,22,那位护士协助了营养师吗?,d,1,2,list1,医生 看了 那位 上周 护士 协助了 一整天 的 营养师 而且 确定病征。,医生,看了,那位,上周,护士,协助了,一整天,的,营养师,而且,确定病征。,,,,X-X-X 竣工 纷纷 颌骨 叶倩倩 弹簧 硫酸铜 种 习惯于 企业 奴隶社会。
rc_a_23,rc,RCs_ET,23,新同事看过员工吗?,a,2,2,list3,这位 上个月 看过 新同事 几次 的 员工 说服了 上司 然后 转了部门。,这位,上个月,看过,新同事,几次,的,员工,说服了,上司,然后,转了部门。,,,,X-X-X 障碍物 脂肪 细胞质 轰炸 种 喃喃 黑猩猩 盗窃 实践 血液循环。
rc_b_23,rc,RCs_ET,23,新同事看过员工吗?,b,1,2,list4,这位 上个月 新同事 看过 几次 的 员工 说服了 上司 然后 转了部门。,这位,上个月,新同事,看过,几次,的,员工,说服了,上司,然后,转了部门。,,,,X-X-X 障碍物 脂肪 细胞质 轰炸 种 喃喃 黑猩猩 盗窃 实践 血液循环。
rc_c_23,rc,RCs_ET,23,新同事看过员工吗?,c,2,2,list1,上司 说服了 这位 上个月 看过 新同事 几次 的 员工 然后 转了部门。,上司,说服了,这位,上个月,看过,新同事,几次,的,员工,然后,转了部门。,,,,X-X-X 水溶液 教授 段祺瑞 脂肪 奴隶制 宛如 种 冤枉 矛盾 千千万万。
rc_d_23,rc,RCs_ET,23,新同事看过员工吗?,d,1,2,list2,上司 说服了 这位 上个月 新同事 看过 几次 的 员工 然后 转了部门。,上司,说服了,这位,上个月,新同事,看过,几次,的,员工,然后,转了部门。,,,,X-X-X 水溶液 教授 段祺瑞 脂肪 奴隶制 宛如 种 冤枉 矛盾 千千万万。
rc_a_24,rc,RCs_ET,24,妻子陪了丈夫吗?,a,2,2,list4,这位 上午 陪了 妻子 许久 的 丈夫 问了 旅行社 然后 决定 规划旅行。,这位,上午,陪了,妻子,许久,的,丈夫,问了,旅行社,然后,决定,规划旅行。,,,X-X-X 绘画 机舱 趋势 悬殊 种 贯彻 呼啸 梁启超 矛盾 艺术 通货膨胀。
rc_b_24,rc,RCs_ET,24,妻子陪了丈夫吗?,b,1,2,list1,这位 上午 妻子 陪了 许久 的 丈夫 问了 旅行社 然后 决定 规划旅行。,这位,上午,妻子,陪了,许久,的,丈夫,问了,旅行社,然后,决定,规划旅行。,,,X-X-X 绘画 机舱 趋势 悬殊 种 贯彻 呼啸 梁启超 矛盾 艺术 通货膨胀。
rc_c_24,rc,RCs_ET,24,妻子陪了丈夫吗?,c,2,2,list2,旅行社 问了 这位 上午 陪了 妻子 许久 的 丈夫 然后 决定 规划旅行。,旅行社,问了,这位,上午,陪了,妻子,许久,的,丈夫,然后,决定,规划旅行。,,,X-X-X 蝴蝶 权利 绘画 胚胎 逻辑 悬殊 种 贯彻 矛盾 艺术 剥削阶级。
rc_d_24,rc,RCs_ET,24,妻子陪了丈夫吗?,d,1,2,list3,旅行社 问了 这位 上午 妻子 陪了 许久 的 丈夫 然后 决定 规划旅行。,旅行社,问了,这位,上午,妻子,陪了,许久,的,丈夫,然后,决定,规划旅行。,,,X-X-X 蝴蝶 权利 绘画 胚胎 逻辑 悬殊 种 贯彻 矛盾 艺术 剥削阶级。
rc_a_25,rc,RCs_ET,25,女孩询问了店员吗?,a,1,3,list1,那个 上午 询问了 店员 几次 的 女孩 找到了 妈妈 然后 回了家。,那个,上午,询问了,店员,几次,的,女孩,找到了,妈妈,然后,回了家。,,,,X-X-X 锻炼 蒸馏水 延伸 牡蛎 种 贮藏 乒乓球 逐渐 矛盾 古希腊。
rc_b_25,rc,RCs_ET,25,女孩询问了店员吗?,b,2,3,list2,那个 上午 店员 询问了 几次 的 女孩 找到了 妈妈 然后 回了家。,那个,上午,店员,询问了,几次,的,女孩,找到了,妈妈,然后,回了家。,,,,X-X-X 锻炼 蒸馏水 延伸 牡蛎 种 贮藏 乒乓球 逐渐 矛盾 古希腊。
rc_c_25,rc,RCs_ET,25,女孩询问了店员吗?,c,1,3,list3,妈妈 找到了 那个 上午 询问了 店员 几次 的 女孩 然后 回了家。,妈妈,找到了,那个,上午,询问了,店员,几次,的,女孩,然后,回了家。,,,,X-X-X 细胞质 矛盾 锻炼 碳酸钠 唾沫 嚷嚷 种 匀速 矛盾 古希腊。
rc_d_25,rc,RCs_ET,25,女孩询问了店员吗?,d,2,3,list4,妈妈 找到了 那个 上午 店员 询问了 几次 的 女孩 然后 回了家。,妈妈,找到了,那个,上午,店员,询问了,几次,的,女孩,然后,回了家。,,,,X-X-X 细胞质 矛盾 锻炼 碳酸钠 唾沫 嚷嚷 种 匀速 矛盾 古希腊。
rc_a_26,rc,RCs_ET,26,商人恭喜了新娘吗?,a,1,3,list2,这个 去年 恭喜了 新娘 几次 的 商人 吻了 女儿 并且 举办了 喜宴。,这个,去年,恭喜了,新娘,几次,的,商人,吻了,女儿,并且,举办了,喜宴。,,,X-X-X 检查 细胞核 稍稍 拯救 种 阻碍 邯郸 代替 实践 卵细胞 岂不。
rc_b_26,rc,RCs_ET,26,商人恭喜了新娘吗?,b,2,3,list3,这个 去年 新娘 恭喜了 几次 的 商人 吻了 女儿 并且 举办了 喜宴。,这个,去年,新娘,恭喜了,几次,的,商人,吻了,女儿,并且,举办了,喜宴。,,,X-X-X 检查 细胞核 稍稍 拯救 种 阻碍 邯郸 代替 实践 卵细胞 岂不。
rc_c_26,rc,RCs_ET,26,商人恭喜了新娘吗?,c,1,3,list4,女儿 吻了 这个 去年 恭喜了 新娘 几次 的 商人 并且 举办了 喜宴。,女儿,吻了,这个,去年,恭喜了,新娘,几次,的,商人,并且,举办了,喜宴。,,,X-X-X 酝酿 研究 检查 植物体 淀粉 唠叨 种 阻碍 实践 段祺瑞 保障。
rc_d_26,rc,RCs_ET,26,商人恭喜了新娘吗?,d,2,3,list1,女儿 吻了 这个 去年 新娘 恭喜了 几次 的 商人 并且 举办了 喜宴。,女儿,吻了,这个,去年,新娘,恭喜了,几次,的,商人,并且,举办了,喜宴。,,,X-X-X 酝酿 研究 检查 植物体 淀粉 唠叨 种 阻碍 实践 段祺瑞 保障。
rc_a_27,rc,RCs_ET,27,播报员相信了科学家吗?,a,1,3,list3,这位 昨晚 谘询了 科学家 一下 的 播报员 联系 物理专家 并且 调查了 真相。,这位,昨晚,谘询了,科学家,一下,的,播报员,联系,物理专家,并且,调查了,真相。,,,X-X-X 汗水 叶倩倩 怎么样 包括 种 葡萄牙 环境 垄断资本 矛盾 硫酸铜 贪婪。
rc_b_27,rc,RCs_ET,27,播报员相信了科学家吗?,b,2,3,list4,这位 昨晚 科学家 谘询了 一下 的 播报员 联系 物理专家 并且 调查了 真相。,这位,昨晚,科学家,谘询了,一下,的,播报员,联系,物理专家,并且,调查了,真相。,,,X-X-X 汗水 叶倩倩 怎么样 包括 种 葡萄牙 环境 垄断资本 矛盾 硫酸铜 贪婪。
rc_c_27,rc,RCs_ET,27,播报员相信了科学家吗?,c,1,3,list1,物理专家 联系 这位 昨晚 谘询了 科学家 一下 的 播报员 并且 调查了 真相。,物理专家,联系,这位,昨晚,谘询了,科学家,一下,的,播报员,并且,调查了,真相。,,,X-X-X 环境 习惯 毁灭 西红柿 越来越 包括 种 水溶液 矛盾 县政府 贪婪。
rc_d_27,rc,RCs_ET,27,播报员相信了科学家吗?,d,2,3,list2,物理专家 联系 这位 昨晚 谘询了 科学家 一下 的 播报员 并且 调查了 真相。,物理专家,联系,这位,昨晚,谘询了,科学家,一下,的,播报员,并且,调查了,真相。,,,X-X-X 环境 习惯 毁灭 西红柿 越来越 包括 种 水溶液 矛盾 县政府 贪婪。
rc_a_28,rc,RCs_ET,28,歌剧家联络了小说家吗?,a,1,3,list4,那个 前天 联络了 小说家 两次 的 歌剧家 想到 大学教授 所以 打了电话 给他。,那个,前天,联络了,小说家,两次,的,歌剧家,想到,大学教授,所以,打了电话,给他。,,,X-X-X 柑桔 鄂温克 笑嘻嘻 捕捞 种 段祺瑞 广泛 气喘吁吁 条件 脊椎动物 邯郸。
rc_b_28,rc,RCs_ET,28,歌剧家联络了小说家吗?,b,2,3,list1,那个 前天 小说家 联络了 两次 的 歌剧家 想到 大学教授 所以 打了电话 给他。,那个,前天,小说家,联络了,两次,的,歌剧家,想到,大学教授,所以,打了电话,给他。,,,X-X-X 柑桔 鄂温克 笑嘻嘻 捕捞 种 段祺瑞 广泛 气喘吁吁 条件 脊椎动物 邯郸。
rc_c_28,rc,RCs_ET,28,歌剧家联络了小说家吗?,c,1,3,list2,大学教授 想到 那个 前天 联络了 小说家 两次 的 歌剧家 所以 打了电话 给他。,大学教授,想到,那个,前天,联络了,小说家,两次,的,歌剧家,所以,打了电话,给他。,,,X-X-X 舞蹈 性质 柑桔 硝酸钾 视网膜 繁衍 种 徐悲鸿 条件 血液循环 虫卵。
rc_d_28,rc,RCs_ET,28,歌剧家联络了小说家吗?,d,2,3,list3,大学教授 想到 那个 前天 小说家 联络了 两次 的 歌剧家 所以 打了电话 给他。,大学教授,想到,那个,前天,小说家,联络了,两次,的,歌剧家,所以,打了电话,给他。,,,X-X-X 舞蹈 性质 柑桔 硝酸钾 视网膜 繁衍 种 徐悲鸿 条件 血液循环 虫卵。
rc_a_29,rc,RCs_ET,29,伯伯送了这个叔叔吗?,a,2,4,list1,这个 刚才 接了 姑姑 一次 的 叔叔 送了 伯伯 并且 一起 坐车去。,这个,刚才,接了,姑姑,一次,的,叔叔,送了,伯伯,并且,一起,坐车去。,,,X-X-X 溶液 猖獗 烙印 拥挤 种 毫无 缺乏 衡量 矛盾 性质 障碍物。
rc_b_29,rc,RCs_ET,29,伯伯送了这个叔叔吗?,b,2,4,list2,这个 刚才 姑姑 接了 一次 的 叔叔 送了 伯伯 并且 一起 坐车去。,这个,刚才,姑姑,接了,一次,的,叔叔,送了,伯伯,并且,一起,坐车去。,,,X-X-X 溶液 猖獗 烙印 拥挤 种 毫无 缺乏 衡量 矛盾 性质 障碍物。
rc_c_29,rc,RCs_ET,29,伯伯送了这个叔叔吗?,c,1,4,list3,伯伯 送了 这个 刚才 接了 姑姑 一次 的 叔叔 并且 一起 坐车去。,伯伯,送了,这个,刚才,接了,姑姑,一次,的,叔叔,并且,一起,坐车去。,,,X-X-X 咽喉 研究 溶液 按钮 脊柱 掠夺 种 描述 质量 性质 污染物。
rc_d_29,rc,RCs_ET,29,伯伯送了这个叔叔吗?,d,1,4,list4,伯伯 送了 这个 刚才 姑姑 接了 一次 的 叔叔 并且 一起 坐车去。,伯伯,送了,这个,刚才,姑姑,接了,一次,的,叔叔,并且,一起,坐车去。,,,X-X-X 咽喉 研究 溶液 按钮 脊柱 掠夺 种 描述 质量 性质 污染物。
rc_a_30,rc,RCs_ET,30,一位女孩遇见这个男生吗?,a,2,4,list2,这个 今晚 服务了 空乘 两次 的 男生 遇见 一位女孩 然后 要了 电话号码。,这个,今晚,服务了,空乘,两次,的,男生,遇见,一位女孩,然后,要了,电话号码。,,,X-X-X 损伤 硝酸钾 饥饿 乖乖 种 鼻腔 菊花 氢氧化钠 规律 橡皮 通货膨胀。
rc_b_30,rc,RCs_ET,30,一位女孩遇见这个男生吗?,b,2,4,list3,这个 今晚 空乘 服务了 两次 的 男生 遇见 一位女孩 然后 要了 电话号码。,这个,今晚,空乘,服务了,两次,的,男生,遇见,一位女孩,然后,要了,电话号码。,,,X-X-X 损伤 硝酸钾 饥饿 乖乖 种 鼻腔 菊花 氢氧化钠 规律 橡皮 通货膨胀。
rc_c_30,rc,RCs_ET,30,一位女孩遇见这个男生吗?,c,1,4,list4,一位女孩 遇见 这个 今晚 服务了 空乘 两次 的 男生 然后 要了 电话号码。,一位女孩,遇见,这个,今晚,服务了,空乘,两次,的,男生,然后,要了,电话号码。,,,X-X-X 崩溃 发展 步伐 奴隶主 疲倦 沉沉 种 嗡嗡 规律 紫菜 二氧化硫。
rc_d_30,rc,RCs_ET,30,一位女孩遇见这个男生吗?,d,1,4,list1,一位女孩 遇见 这个 今晚 空乘 服务了 两次 的 男生 然后 要了 电话号码。,一位女孩,遇见,这个,今晚,空乘,服务了,两次,的,男生,然后,要了,电话号码。,,,X-X-X 崩溃 发展 步伐 奴隶主 疲倦 沉沉 种 嗡嗡 规律 紫菜 二氧化硫。
rc_a_31,rc,RCs_ET,31,好朋友拒绝那个学生吗?,a,2,4,list3,那个 刚刚 邀请了 女同学 一次 的 学生 拒绝了 好朋友 并且 离开了 教室。,那个,刚刚,邀请了,女同学,一次,的,学生,拒绝了,好朋友,并且,离开了,教室。,,,X-X-X 趋势 奴隶主 气呼呼 弹簧 种 根据 静悄悄 啄木鸟 阶段 氯化钠 疲劳。
rc_b_31,rc,RCs_ET,31,好朋友拒绝那个学生吗?,b,2,4,list4,那个 刚刚 女同学 邀请了 一次 的 学生 拒绝了 好朋友 并且 离开了 教室。,那个,刚刚,女同学,邀请了,一次,的,学生,拒绝了,好朋友,并且,离开了,教室。,,,X-X-X 趋势 奴隶主 气呼呼 弹簧 种 根据 静悄悄 啄木鸟 阶段 氯化钠 疲劳。
rc_c_31,rc,RCs_ET,31,好朋友拒绝那个学生吗?,c,1,4,list1,好朋友 拒绝了 那个 刚刚 邀请了 女同学 一次 的 学生 并且 离开了 教室。,好朋友,拒绝了,那个,刚刚,邀请了,女同学,一次,的,学生,并且,离开了,教室。,,,X-X-X 氯酸钾 矛盾 趋势 葡萄糖 气呼呼 屹立 种 怎么 矛盾 甲状腺 疲劳。
rc_d_31,rc,RCs_ET,31,好朋友拒绝那个学生吗?,d,1,4,list2,好朋友 拒绝了 那个 刚刚 女同学 邀请了 一次 的 学生 并且 离开了 教室。,好朋友,拒绝了,那个,刚刚,女同学,邀请了,一次,的,学生,并且,离开了,教室。,,,X-X-X 氯酸钾 矛盾 趋势 葡萄糖 气呼呼 屹立 种 怎么 矛盾 甲状腺 疲劳。
rc_a_32,rc,RCs_ET,32,青梅竹马撞到那位生意人吗?,a,2,4,list4,那位 昨天 拜访了 亲戚 整个下午 的 生意人 撞到 青梅竹马 并且 感到讶异。,那位,昨天,拜访了,亲戚,整个下午,的,生意人,撞到,青梅竹马,并且,感到讶异。,,,,X-X-X 趋势 柬埔寨 腐朽 剥削阶级 种 具体化 胳膊 氢氧化钠 改革 抗美援朝。
rc_b_32,rc,RCs_ET,32,青梅竹马撞到那位生意人吗?,b,2,4,list1,那位 昨天 亲戚 拜访了 整个下午 的 生意人 撞到 青梅竹马 并且 感到讶异。,那位,昨天,亲戚,拜访了,整个下午,的,生意人,撞到,青梅竹马,并且,感到讶异。,,,,X-X-X 趋势 柬埔寨 腐朽 剥削阶级 种 具体化 胳膊 氢氧化钠 改革 抗美援朝。
rc_c_32,rc,RCs_ET,32,青梅竹马撞到那位生意人吗?,c,1,4,list2,青梅竹马 撞到 那位 昨天 拜访了 亲戚 整个下午 的 生意人 并且 感到讶异。,青梅竹马,撞到,那位,昨天,拜访了,亲戚,整个下午,的,生意人,并且,感到讶异。,,,,X-X-X 唾液 纷纷 趋势 柬埔寨 腐朽 气喘吁吁 种 段祺瑞 改革 宗教改革。
rc_d_32,rc,RCs_ET,32,青梅竹马撞到那位生意人吗?,d,1,4,list3,青梅竹马 撞到 那位 昨天 亲戚 拜访了 整个下午 的 生意人 并且 感到讶异。,青梅竹马,撞到,那位,昨天,亲戚,拜访了,整个下午,的,生意人,并且,感到讶异。,,,,X-X-X 唾液 纷纷 趋势 柬埔寨 腐朽 气喘吁吁 种 段祺瑞 改革 宗教改革。
fill_filler_101,fill,Filler,101,日子过得很惬意是在旅馆写剧本的那段时间？,filler,1,99,list1,在 旅馆 写 剧本 的 那段 时间 日子 过得 很 惬意。,在,旅馆,写,剧本,的,那段,时间,日子,过得,很,惬意。,,,,X-X-X 吩咐 句 膨胀 个 怨恨 必须 批评 林彪 呢 譬如。
fill_filler_101,fill,Filler,101,日子过得很惬意是在旅馆写剧本的那段时间？,filler,1,99,list2,在 旅馆 写 剧本 的 那段 时间 日子 过得 很 惬意。,在,旅馆,写,剧本,的,那段,时间,日子,过得,很,惬意。,,,,X-X-X 吩咐 句 膨胀 个 怨恨 必须 批评 林彪 呢 譬如。
